book_page,year,site,nestID,uniqueID,plot,species,finder,nwstake,old_lat,lat_corrected,old_long,long_corrected,notes_GPS_change,use_GPS,how_fnd,plotLmt,fence,unk1_band,unk1_original_band,unk1_captured,unk1_UL,unk1_LL,unk1_UR,unk1_LR,unk1_gfe,unk2_band,unk2_original_band,unk2_captured,unk2_UL,unk2_LL,unk2_UR,unk2_LR,unk2_gfe,m_band,m_original_band,m_captured,m_UL,m_LL,m_UR,m_LR,m_gfe,f_band,f_original_band,f_captured,f_UL,f_LL,f_UR,f_LR,f_gfe,number_banded_birds,max_egg_number,number_egg_find,float_age,float_date,date_found,date_found_julian,age_found,last_day_alive,last_day_checked,last_day_alive_julian,last_day_check_julian,initiation_date,initiation_date_corrected,initiation_date_corrected_julian,incubation_date,incubation_date_corrected,est_hatch_date,hatch_date,Number_days_btwn_last_check_and_date_found_hatched,day_used_for_hatch_date_or_last_date_checked,age_method,age_method_corrected,stage_find,fate,fail_cause,fate_evidence,uncertain_of_fate,number_days_from_est_hatch,number_eggs_hatched,number_chick_band,number_eggs_observer,number_eggs_lost,number_eggs_predated,number_eggs_abandoned,number_eggs_failed_to_hatch,number_eggs_unknown,number_eggs_with_embryo,number_eggs_stable_isotope,number_eggs_bacteria,replacement_clutch,manipulation,manipulation_comments,tiny_tag_number,dom_land,dom_veg,conceal,aspect,old_nest_number,nest_reuse_corrected,use_nest_reuse_id,tag_number,nest_book_comments,problem
22.02,2009,barr,dunl001,09dunl001,brwfwl,dunl,rlanctot,NA,NA,71.2714,NA,-156.80262,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,9-Jun-09,160,1,12-Jun-09,15-Jun-09,163,166,8-Jun-09,8-Jun-09,159,11-Jun-09,11-Jun-09,2-Jul-09,NA,NA,NA,lay,lay,lay,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,NA,NA
22.03,2009,barr,dunl002,09dunl002,brwfwl,dunl,rlanctot,NA,NA,71.272,NA,-156.79463,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,9-Jun-09,160,1,12-Jun-09,16-Jun-09,163,167,8-Jun-09,8-Jun-09,159,11-Jun-09,11-Jun-09,2-Jul-09,NA,NA,NA,lay,lay,lay,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,NA,NA,NA,NA,NA,NA,NA,NA
22.04,2009,barr,dunl004a,09dunl004a,brwfwl,dunl,rlanctot,NA,NA,71.26538,NA,-156.77985,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230144094,230144094,y,"gf,y",m,"y,o",lb,NA,1,4,4,0,10-Jun-09,10-Jun-09,161,3,15-Jun-09,16-Jun-09,166,167,7-Jun-09,7-Jun-09,158,10-Jun-09,10-Jun-09,1-Jul-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,1,replacement clutch study,early,NA,NA,NA,NA,NA,NA,NA,NA,NA,female depredated by paja,NA
22.05,2009,barr,dunl003,09dunl003,brwfwl,dunl,rlanctot,NA,NA,71.27484,NA,-156.79524,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,1,10-Jun-09,10-Jun-09,161,4,14-Jun-09,18-Jun-09,165,169,6-Jun-09,6-Jun-09,157,9-Jun-09,9-Jun-09,30-Jun-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.06,2009,barr,dunl051,09dunl051,brwfwl,dunl,pmickelson,NA,NA,71.27123,NA,-156.8076,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,11-Jun-09,11-Jun-09,162,1,11-Jun-09,13-Jun-09,162,164,10-Jun-09,10-Jun-09,161,NA,NA,NA,NA,NA,NA,float,float,unknown,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,2,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.07,2009,barr,dunl052,09dunl052,brwfwl,dunl,pmickelson,NA,NA,71.26915,NA,-156.80426,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,2,11-Jun-09,11-Jun-09,162,5,13-Jun-09,17-Jun-09,164,168,6-Jun-09,6-Jun-09,157,9-Jun-09,9-Jun-09,30-Jun-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.08,2009,barr,dunl053,09dunl053,brwfwl,dunl,pmickelson,NA,NA,71.26868,NA,-156.81904,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,1,11-Jun-09,11-Jun-09,162,4,11-Jun-09,14-Jun-09,162,165,7-Jun-09,7-Jun-09,158,10-Jun-09,10-Jun-09,1-Jul-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.09,2009,barr,dunl054,09dunl054,brwfwl,dunl,pmickelson,NA,NA,71.26635,NA,-156.80993,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,2,11-Jun-09,11-Jun-09,162,5,15-Jun-09,17-Jun-09,166,168,6-Jun-09,6-Jun-09,157,9-Jun-09,9-Jun-09,30-Jun-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.1,2009,barr,dunl055,09dunl055,brwfwl,dunl,pmickelson,NA,NA,71.26582,NA,-156.82348,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,11-Jun-09,11-Jun-09,162,1,11-Jun-09,14-Jun-09,162,165,10-Jun-09,10-Jun-09,161,NA,NA,NA,NA,NA,NA,float,float,unknown,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,2,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.11,2009,barr,dunl056,09dunl056,brwfwl,dunl,pmickelson,NA,NA,71.26771,NA,-156.77172,NA,y,single,out,NA,unknown,unknown,n,"y,gf?",-,m,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,1,13-Jun-09,13-Jun-09,164,4,13-Jun-09,18-Jun-09,164,169,9-Jun-09,9-Jun-09,160,12-Jun-09,12-Jun-09,3-Jul-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,hcp>0.5,b14,NA,NA,NA,NA,NA,NA,NA,NA
22.12,2009,barr,dunl057,09dunl057,brwfwl,dunl,pmickelson,NA,NA,71.26682,NA,-156.77913,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,2,13-Jun-09,13-Jun-09,164,5,13-Jun-09,14-Jun-09,164,165,8-Jun-09,8-Jun-09,159,11-Jun-09,11-Jun-09,2-Jul-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,strangmoor,u1,NA,NA,NA,NA,NA,NA,NA,NA
22.13,2009,barr,dunl058,09dunl058,brwfwl,dunl,pmickelson,NA,NA,71.26426,NA,-156.7706,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,14-Jun-09,14-Jun-09,165,3,5-Jul-09,5-Jul-09,186,186,11-Jun-09,11-Jun-09,162,14-Jun-09,14-Jun-09,5-Jul-09,5-Jul-09,18,estimated hatch date,float,hatch,inc,hatch,NA,adult broody,n,NA,4,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,at least one chick hatched,NA
22.14,2009,barr,dunl059,09dunl059,brwfwl,dunl,pmickelson,NA,NA,71.26557,NA,-156.75808,NA,y,rope,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,3,NA,NA,16-Jun-09,167,2,18-Jun-09,NA,169,NA,14-Jun-09,14-Jun-09,165,17-Jun-09,17-Jun-09,8-Jul-09,NA,NA,censor,lay,lay,lay,censor,unknown,eggs gone,y,1,0,0,0,0,0,0,0,4,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.15,2009,barr,dunl060a,09dunl060a,brwfwl,dunl,pmickelson,NA,NA,71.26369,NA,-156.76203,NA,y,rope,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143738,230143738,y,m,"lb,r,dg",-,"gf,y",NA,221113678,221113678,n,-,"gf,y",m,"lb,o,y",NA,2,4,4,5,16-Jun-09,16-Jun-09,167,8,18-Jun-09,20-Jun-09,169,171,8-Jun-09,8-Jun-09,159,11-Jun-09,11-Jun-09,2-Jul-09,NA,NA,"day after, as seen alive earlier the same day",float,float,inc,failed,predation/abandonment,eggs opened and eaten in nest,n,NA,0,0,0,0,3,1,0,0,1,0,0,1,replacement clutch study,early,NA,strangmoor,u1,NA,NA,NA,NA,NA,NA,"probable female=dunl705-2007-plt bird, male=dunl003a-2008-late",both adults determined to be male based on CHD
22.16,2009,barr,dunl061a,09dunl061a,brwfwl,dunl,pmickelson,NA,NA,71.26261,NA,-156.75763,NA,y,rope,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230144098,230144098,y,"gf,y",m,"y,dg",lb,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,16-Jun-09,16-Jun-09,167,8,17-Jun-09,18-Jun-09,168,169,8-Jun-09,8-Jun-09,159,11-Jun-09,11-Jun-09,2-Jul-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,1,replacement clutch study,early,NA,strangmoor,m1,NA,NA,NA,NA,NA,NA,NA,NA
22.17,2009,barr,dunl062,09dunl062,brwfwl,dunl,nburrell,NA,NA,71.26081,NA,-156.7624,NA,y,rope,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,9,16-Jun-09,16-Jun-09,167,12,16-Jun-09,19-Jun-09,167,170,4-Jun-09,4-Jun-09,155,7-Jun-09,7-Jun-09,28-Jun-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,NA,NA
22.18,2009,barr,dunl063,09dunl063,brwfwl,dunl,nburrell,NA,NA,71.26576,NA,-156.76453,NA,y,rope,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,5,16-Jun-09,16-Jun-09,167,8,16-Jun-09,22-Jun-09,167,173,8-Jun-09,8-Jun-09,159,11-Jun-09,11-Jun-09,2-Jul-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.19,2009,barr,dunl064,09dunl064,brwfwl,dunl,nburrell,NA,NA,71.26543,NA,-156.76926,NA,y,rope,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,8,16-Jun-09,16-Jun-09,167,11,16-Jun-09,20-Jun-09,167,171,5-Jun-09,5-Jun-09,156,8-Jun-09,8-Jun-09,29-Jun-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.2,2009,barr,dunl065,09dunl065,brwfwl,dunl,pmickelson,NA,NA,71.26667,NA,-156.77419,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,3,NA,NA,16-Jun-09,167,2,18-Jun-09,NA,169,NA,14-Jun-09,14-Jun-09,165,17-Jun-09,17-Jun-09,8-Jul-09,NA,NA,censor,lay,lay,lay,censor,unknown,eggs gone,y,3,0,0,0,0,0,0,0,4,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.21,2009,barr,dunl066a,09dunl066a,brwfwl,dunl,pmickelson,NA,NA,71.25255,NA,-156.75704,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230144097,230144097,y,"gf,y",m,"dg,o",lb,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,7,17-Jun-09,17-Jun-09,168,10,22-Jun-09,NA,173,NA,7-Jun-09,7-Jun-09,158,10-Jun-09,10-Jun-09,1-Jul-09,NA,NA,censor,float,float,inc,censor,observer,female mortality during capture,n,NA,0,0,4,0,0,0,0,0,4,0,0,1,replacement clutch study,late,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,female mortality during banding,NA
22.22,2009,barr,dunl067,09dunl067,brwfwl,dunl,pmickelson,NA,NA,71.26358,NA,-156.80967,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,9,17-Jun-09,17-Jun-09,168,12,17-Jun-09,19-Jun-09,168,170,5-Jun-09,5-Jun-09,156,8-Jun-09,8-Jun-09,29-Jun-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.23,2009,barr,dunl068,09dunl068,brwfwl,dunl,pmickelson,NA,NA,71.26265,NA,-156.78862,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,10,19-Jun-09,19-Jun-09,170,13,19-Jun-09,21-Jun-09,170,172,6-Jun-09,6-Jun-09,157,9-Jun-09,9-Jun-09,30-Jun-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.24,2009,barr,dunl069a,09dunl069a,brwfwl,dunl,pmickelson,NA,NA,71.25665,NA,-156.78663,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143740,230143740,y,m,"lb,y,r",-,"gf,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,13,20-Jun-09,20-Jun-09,171,16,21-Jun-09,22-Jun-09,172,173,4-Jun-09,4-Jun-09,155,7-Jun-09,7-Jun-09,28-Jun-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,1,replacement clutch study,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,dunl407a-2008 late male,NA
22.25,2009,barr,dunl106b,09dunl106b,brwfwl,dunl,rgates,NA,NA,71.258,NA,-156.78944,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223135302,223135302,n,m,"o,r,lb",-,"gf,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,NA,21-Jun-09,172,2,1-Jul-09,5-Jul-09,182,186,19-Jun-09,19-Jun-09,170,22-Jun-09,22-Jun-09,13-Jul-09,NA,NA,NA,lay,lay,lay,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,2,replacement clutch study,early,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,dunl708-2008-late,NA
22.26,2009,barr,dunl309b,09dunl309b,brwfwl,dunl,rgates,NA,NA,71.26161,NA,-156.83006,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143753,230143753,n,"gf,y",m,"dg,o",o,NA,221113466,221113466,n,"gf,y",m,"lb,r",dg,NA,2,4,4,2,23-Jun-09,21-Jun-09,172,3,23-Jun-09,27-Jun-09,174,178,18-Jun-09,18-Jun-09,169,21-Jun-09,21-Jun-09,12-Jul-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,2,replacement clutch study,early,NA,hcp<0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.27,2009,barr,dunl300b,09dunl300b,brwfwl,dunl,pmickelson,NA,NA,71.26581,NA,-156.82636,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223135112,223135112,y,y,"lb,dg","gf,y",m,NA,230144064,230144064,y,"gf,y",m,"dg,o",r,NA,2,4,4,5,23-Jun-09,22-Jun-09,173,7,8-Jul-09,NA,189,NA,15-Jun-09,15-Jun-09,166,18-Jun-09,18-Jun-09,9-Jul-09,NA,NA,censor,float,float,inc,censor,unknown,eggs gone,y,0,0,0,0,0,0,0,0,4,NA,0,0,2,replacement clutch study,early,NA,non-patterned,u4,NA,NA,NA,NA,NA,NA,NA,NA
22.28,2009,barr,dunl109b,09dunl109b,brwfwl,dunl,rgates,NA,NA,71.26479,NA,-156.80099,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143612,230143612,n,"gf,y",m,"lb,y",y,NA,1,4,4,3,24-Jun-09,24-Jun-09,175,6,28-Jun-09,1-Jul-09,179,182,18-Jun-09,18-Jun-09,169,21-Jun-09,21-Jun-09,12-Jul-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,2,replacement clutch study,early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.29,2009,barr,dunl612b,09dunl612b,brwfwl,dunl,rgates,NA,NA,71.27752,NA,-156.78476,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143605,230143605,n,"gf,y",m,"y,lb",lb,NA,230143608,230143608,n,"gf,y",m,"r,dg",lb,NA,2,3,3,0,24-Jun-09,24-Jun-09,175,2,2-Jul-09,7-Jul-09,183,188,22-Jun-09,22-Jun-09,173,24-Jun-09,24-Jun-09,15-Jul-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,3,0,0,0,NA,0,0,2,replacement clutch study,early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.3,2009,barr,dunl302b,09dunl302b,brwfwl,dunl,rgates,NA,NA,71.26097,NA,-156.84309,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223135208,223135208,n,"gf,y",m,"r,y",dg,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,NA,27-Jun-09,178,2,4-Jul-09,6-Jul-09,185,187,25-Jun-09,25-Jun-09,176,28-Jun-09,28-Jun-09,19-Jul-09,NA,NA,NA,lay,lay,lay,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,2,replacement clutch study,early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.31,2009,barr,dunl304b,09dunl304b,brwfwl,dunl,rgates,NA,NA,71.25925,NA,-156.83012,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143307,230143307,n,-,"gf,y",m,"o,lb,y",NA,1,4,4,5,26-Jun-09,26-Jun-09,177,8,1-Jul-09,6-Jul-09,182,187,18-Jun-09,18-Jun-09,169,21-Jun-09,21-Jun-09,12-Jul-09,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,2,replacement clutch study,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,"orginally 400a, renest of 304a",NA
22.32,2009,barr,dunl600c,09dunl600c,brwfwl,dunl,rgates,NA,NA,71.24859,NA,-156.69116,NA,y,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143553,230143553,y,"gf,y",m,r,"y,r",NA,230143528,230143528,n,"gf,y",m,"o,y",y,NA,2,4,4,15,4-Jul-09,4-Jul-09,185,19,9-Jul-09,9-Jul-09,190,190,16-Jun-09,15-Jun-09,166,19-Jun-09,18-Jun-09,10-Jul-09,9-Jul-09,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,2,replacement clutch study,early,NA,non-patterned,u4,NA,NA,NA,NA,NA,NA,female divorce replacement nest,NA
24.02,2009,barr,pesa544,09pesa544,brw6,pesa,cgovernali,NA,NA,NA,NA,NA,NA,n,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,6,17-Jun-09,17-Jun-09,168,9,17-Jun-09,NA,168,NA,8-Jun-09,8-Jun-09,159,11-Jun-09,11-Jun-09,3-Jul-09,NA,NA,censor,float,float,inc,censor,undetermined,not monitored,y,NA,0,0,0,0,0,0,0,4,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VOLUME NEST: N of Plot 6, ~25m N of the plot boundary between A6 and A7",NA
24.04,2009,barr,wesa565,09wesa565,brw6,wesa,cgovernali,sw of k1,NA,NA,NA,NA,NA,n,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,13,22-Jun-09,22-Jun-09,173,16,22-Jun-09,NA,173,NA,6-Jun-09,6-Jun-09,157,9-Jun-09,9-Jun-09,30-Jun-09,NA,NA,censor,float,float,inc,censor,undetermined,not monitored,y,NA,0,0,0,0,0,0,0,4,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.25,2010,barr,lbdo622,10lbdo622,brw2,lbdo,myang,n of a9,71.29668,NA,-156.65914,NA,incorrect coordinates can't fix,n,single,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123233187,123233187,y,"gf,r",-,"o,r",m,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,0,24-Jun-10,24-Jun-10,175,3,9-Jul-10,11-Jul-10,190,192,21-Jun-10,21-Jun-10,172,24-Jun-10,24-Jun-10,15-Jul-10,NA,NA,NA,float,float,inc,failed,predation,blood and egg fragments in nest,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,m2,5,NA,NA,NA,NA,NA,NA,NA
3.51,2010,barr,pesa522,10pesa522,brw2,pesa,adoll,n of a4,NA,71.29578,NA,-156.65366,NA,y,bander,out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221113965,221113965,y,"gfe,r",-,"dg,lb,r",m,chm,1,4,4,3,27-Jun-10,27-Jun-10,178,5,17-Jul-10,17-Jul-10,198,198,21-Jun-10,22-Jun-10,173,24-Jun-10,25-Jun-10,16-Jul-10,17-Jul-10,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,3,3,0,0,0,0,1,0,NA,0,0,0,NA,NA,NA,hcp<0.5,u2,10,NA,NA,NA,NA,NA,NA,NA
